type,pos,headword,freq_tar,freq_ref,range_tar,range_ref,likelihood,effect
verily,,,10,4,3,1,34.648,0
kinsman,,,10,4,2,1,34.648,0
stewards,,,10,4,2,1,34.648,0
fours,,,10,4,2,1,34.648,0
expecting,,,10,5,3,1,32.469,0
cured,,,10,5,3,1,32.469,0
deserted,,,10,5,3,1,32.469,0
stole,,,10,6,3,1,30.559,0
grieve,,,10,6,3,1,30.559,0
waving,,,10,6,3,1,30.559,0
tangled,,,10,7,3,1,28.859,0
rides,,,10,7,2,1,28.859,0
streamed,,,10,7,3,1,28.859,0
nonsense,,,10,8,3,1,27.328,0
rash,,,10,8,3,1,27.328,0
willingly,,,10,8,3,1,27.328,0
mushrooms,,,10,9,1,1,25.937,0
quarrel,,,10,10,3,1,24.663,0
sheds,,,10,10,2,1,24.663,0
beware,,,10,10,3,1,24.663,0
woody,,,10,10,3,1,24.663,0
grasses,,,10,10,2,1,24.663,0
scared,,,10,11,3,1,23.489,0
melted,,,10,12,3,1,22.402,0
crooked,,,10,12,2,1,22.402,0
happily,,,10,12,3,1,22.402,0
absurd,,,10,12,2,1,22.402,0
beams,,,10,13,2,1,21.391,0
strokes,,,10,13,3,1,21.391,0
answers,,,10,13,3,1,21.391,0
stretching,,,10,13,3,1,21.391,0
pressing,,,10,13,3,1,21.391,0
sunk,,,10,13,3,1,21.391,0
sandyman,,,11,0,2,0,55.814,0
smials,,,11,0,3,0,55.814,0
tinúviel,,,11,0,1,0,55.814,0
entish,,,11,0,1,0,55.814,0
fairest,,,11,0,3,0,55.814,0
redhorn,,,11,0,2,0,55.814,0
westering,,,11,0,3,0,55.814,0
hoarse,,,11,0,2,0,55.814,0
bagshot,,,11,0,3,0,55.814,0
stammered,,,11,0,3,0,55.814,0
morgai,,,11,0,1,0,55.814,0
befallen,,,11,0,3,0,55.814,0
wains,,,11,0,2,0,55.814,0
glinting,,,11,0,3,0,55.814,0
elrohir,,,11,0,2,0,55.814,0
gamling,,,11,0,1,0,55.814,0
imladris,,,11,0,3,0,55.814,0
éomund,,,11,0,2,0,55.814,0
heeded,,,11,0,3,0,55.814,0
precipice,,,11,0,3,0,55.814,0
bregalad,,,11,0,1,0,55.814,0
clinging,,,11,0,3,0,55.814,0
dûm,,,11,0,2,0,55.814,0
sturdy,,,11,0,3,0,55.814,0
dúnadan,,,11,0,3,0,55.814,0
marish,,,11,0,3,0,55.814,0
dáin,,,11,0,2,0,55.814,0
spat,,,11,0,3,0,55.814,0
crouching,,,11,1,3,1,49.095,0
gurgling,,,11,1,3,1,49.095,0
sarn,,,11,1,3,1,49.095,0
rustle,,,11,1,3,1,49.095,0
strides,,,11,1,2,1,49.095,0
hollows,,,11,1,3,1,49.095,0
forsaken,,,11,1,3,1,49.095,0
waggon,,,11,1,2,1,49.095,0
awaits,,,11,1,2,1,49.095,0
guessing,,,11,1,3,1,49.095,0
shriek,,,11,2,3,1,44.982,0
fleeting,,,11,2,3,1,44.982,0
sniffing,,,11,2,2,1,44.982,0
gnarled,,,11,2,3,1,44.982,0
solemn,,,11,2,2,1,44.982,0
foaming,,,11,2,3,1,44.982,0
anyhow,,,11,2,3,1,44.982,0
shimmering,,,11,2,3,1,44.982,0
sternly,,,11,2,3,1,44.982,0
vigilance,,,11,2,3,1,44.982,0
arrayed,,,11,2,3,1,44.982,0
astray,,,11,2,3,1,44.982,0
boulders,,,11,2,3,1,44.982,0
lofty,,,11,3,3,1,41.761,0
linger,,,11,3,3,1,41.761,0
rags,,,11,3,3,1,41.761,0
webs,,,11,4,2,1,39.076,0
kingly,,,11,4,3,1,39.076,0
kindness,,,11,4,3,1,39.076,0
glancing,,,11,4,3,1,39.076,0
senses,,,11,4,2,1,39.076,0
archers,,,11,4,3,1,39.076,0
fiercely,,,11,4,3,1,39.076,0
stump,,,11,5,2,1,36.764,0
bowing,,,11,5,3,1,36.764,0
cared,,,11,5,3,1,36.764,0
cheerful,,,11,6,3,1,34.729,0
esquire,,,11,6,2,1,34.729,0
necks,,,11,7,3,1,32.911,0
bowls,,,11,7,3,1,32.911,0
chieftain,,,11,7,3,1,32.911,0
desires,,,11,7,3,1,32.911,0
thicker,,,11,7,2,1,32.911,0
rouse,,,11,8,3,1,31.269,0
obliged,,,11,9,2,1,29.772,0
steed,,,11,9,3,1,29.772,0
brighter,,,11,9,3,1,29.772,0
rhyme,,,11,10,3,1,28.398,0
echoes,,,11,11,3,1,27.129,0
doomed,,,11,11,3,1,27.129,0
hopeful,,,11,12,3,1,25.951,0
scarcely,,,11,12,3,1,25.951,0
betrayed,,,11,13,3,1,24.853,0
rowan,,,11,14,2,1,23.825,0
lean,,,11,14,3,1,23.825,0
airs,,,11,14,3,1,23.825,0
beats,,,11,16,3,1,21.953,0
broader,,,11,16,3,1,21.953,0
paddle,,,11,17,1,1,21.096,0
chairs,,,11,17,3,1,21.096,0
sweeping,,,11,17,3,1,21.096,0
devilry,,,12,0,3,0,60.889,0
heralds,,,12,0,2,0,60.889,0
rippling,,,12,0,3,0,60.889,0
cair,,,12,0,1,0,60.889,0
mablung,,,12,0,2,0,60.889,0
longed,,,12,0,2,0,60.889,0
doubtfully,,,12,0,2,0,60.889,0
brooding,,,12,0,3,0,60.889,0
eagerly,,,12,0,3,0,60.889,0
flet,,,12,0,1,0,60.889,0
meduseld,,,12,0,2,0,60.889,0
elfstone,,,12,0,3,0,60.889,0
huorns,,,12,0,2,0,60.889,0
glimmered,,,12,0,3,0,60.889,0
glitter,,,12,0,3,0,60.889,0
quickbeam,,,12,0,2,0,60.889,0
creaking,,,12,0,3,0,60.889,0
warily,,,12,0,3,0,60.889,0
hasn,,,12,0,3,0,60.889,0
cursing,,,12,0,3,0,60.889,0
shirriff,,,12,0,2,0,60.889,0
sighing,,,12,0,3,0,60.889,0
darkling,,,12,0,3,0,60.889,0
ruinous,,,12,0,3,0,60.889,0
withywindle,,,12,0,1,0,60.889,0
fredegar,,,12,0,2,0,60.889,0
elladan,,,12,0,2,0,60.889,0
toil,,,12,0,3,0,60.889,0
deeps,,,12,0,3,0,60.889,0
sniffed,,,12,0,2,0,60.889,0
filth,,,12,0,2,0,60.889,0
marvellous,,,12,0,3,0,60.889,0
brambles,,,12,1,3,1,54.002,0
waning,,,12,1,3,1,54.002,0
bruinen,,,12,1,2,1,54.002,0
fragrance,,,12,1,3,1,54.002,0
fumes,,,12,1,3,1,54.002,0
burg,,,12,2,2,1,49.735,0
bough,,,12,2,3,1,49.735,0
yelled,,,12,2,3,1,49.735,0
thrice,,,12,2,3,1,49.735,0
flickering,,,12,2,3,1,49.735,0
sombre,,,12,2,3,1,49.735,0
shapeless,,,12,2,3,1,49.735,0
jest,,,12,2,3,1,49.735,0
lilies,,,12,2,2,1,49.735,0
carrion,,,12,2,2,1,49.735,0
cords,,,12,2,1,1,49.735,0
snapped,,,12,3,3,1,46.371,0
wits,,,12,3,3,1,46.371,0
trough,,,12,3,3,1,46.371,0
danced,,,12,3,3,1,46.371,0
trunks,,,12,3,2,1,46.371,0
footprints,,,12,3,2,1,46.371,0
ale,,,12,3,2,1,46.371,0
bidding,,,12,3,3,1,46.371,0
astonished,,,12,4,3,1,43.553,0
dashed,,,12,4,3,1,43.553,0
creep,,,12,5,3,1,41.115,0
ours,,,12,6,3,1,38.963,0
roar,,,12,6,3,1,38.963,0
terrified,,,12,6,3,1,38.963,0
weeping,,,12,7,3,1,37.034,0
fools,,,12,7,3,1,37.034,0
proudly,,,12,8,3,1,35.287,0
likeness,,,12,8,3,1,35.287,0
hasten,,,12,8,3,1,35.287,0
hopeless,,,12,8,3,1,35.287,0
vague,,,12,10,3,1,32.22,0
claw,,,12,10,2,1,32.22,0
doorway,,,12,10,3,1,32.22,0
yell,,,12,11,3,1,30.86,0
depths,,,12,11,3,1,30.86,0
pillar,,,12,14,3,1,27.306,0
doubtful,,,12,14,3,1,27.306,0
unwilling,,,12,14,3,1,27.306,0
hai,,,12,15,2,1,26.265,0
streaming,,,12,15,3,1,26.265,0
mounting,,,12,17,3,1,24.354,0
muster,,,12,19,3,1,22.639,0
pierce,,,12,21,3,1,21.088,0
gwaihir,,,13,0,3,0,65.963,0
roared,,,13,0,3,0,65.963,0
pans,,,13,0,3,0,65.963,0
isengarders,,,13,0,1,0,65.963,0
strayed,,,13,0,3,0,65.963,0
yess,,,13,0,2,0,65.963,0
groped,,,13,0,3,0,65.963,0
morannon,,,13,0,2,0,65.963,0
mallorn,,,13,0,3,0,65.963,0
waybread,,,13,0,3,0,65.963,0
hooded,,,13,0,3,0,65.963,0
southrons,,,13,0,2,0,65.963,0
clamour,,,13,0,3,0,65.963,0
erkenbrand,,,13,0,1,0,65.963,0
brandybucks,,,13,0,2,0,65.963,0
darkly,,,13,0,3,0,65.963,0
intently,,,13,0,3,0,65.963,0
whined,,,13,0,3,0,65.963,0
raiment,,,13,0,3,0,65.963,0
elfhelm,,,13,0,2,0,65.963,0
dwells,,,13,1,3,1,58.922,0
smokes,,,13,1,3,1,58.922,0
hastened,,,13,1,3,1,58.922,0
assailed,,,13,1,3,1,58.922,0
deepened,,,13,1,3,1,58.922,0
shrank,,,13,1,3,1,58.922,0
quiver,,,13,1,3,1,58.922,0
motionless,,,13,2,3,1,54.512,0
gaping,,,13,2,3,1,54.512,0
andros,,,13,3,1,1,51.015,0
staggered,,,13,3,3,1,51.015,0
shivering,,,13,3,3,1,51.015,0
dwindled,,,13,3,3,1,51.015,0
cracks,,,13,4,3,1,48.072,0
tossed,,,13,4,3,1,48.072,0
happier,,,13,4,3,1,48.072,0
kissed,,,13,5,2,1,45.516,0
floated,,,13,5,3,1,45.516,0
journeys,,,13,5,3,1,45.516,0
filthy,,,13,5,2,1,45.516,0
weep,,,13,6,3,1,43.253,0
overthrown,,,13,6,3,1,43.253,0
marches,,,13,7,3,1,41.218,0
archway,,,13,7,3,1,41.218,0
tents,,,13,7,2,1,41.218,0
lowering,,,13,7,3,1,41.218,0
towering,,,13,8,3,1,39.371,0
smiling,,,13,9,3,1,37.679,0
sloping,,,13,9,3,1,37.679,0
rushed,,,13,10,3,1,36.118,0
foolish,,,13,10,3,1,36.118,0
curling,,,13,11,2,1,34.671,0
perish,,,13,11,3,1,34.671,0
sheltered,,,13,12,3,1,33.323,0
summons,,,13,12,3,1,33.323,0
crawl,,,13,13,3,1,32.061,0
dwellings,,,13,13,3,1,32.061,0
boots,,,13,14,2,1,30.877,0
reluctantly,,,13,14,3,1,30.877,0
whence,,,13,14,3,1,30.877,0
counted,,,13,15,3,1,29.761,0
picking,,,13,16,3,1,28.708,0
draws,,,13,17,3,1,27.71,0
replied,,,13,17,2,1,27.71,0
trusted,,,13,18,3,1,26.764,0
flies,,,13,18,3,1,26.764,0
welcomed,,,13,19,3,1,25.864,0
stray,,,13,19,3,1,25.864,0
eagles,,,13,21,2,1,24.19,0
greet,,,13,21,3,1,24.19,0
dad,,,13,22,3,1,23.409,0
torch,,,13,22,2,1,23.409,0
perceive,,,13,23,3,1,22.661,0
slower,,,13,24,3,1,21.945,0
breathe,,,13,25,3,1,21.259,0
snarled,,,14,0,3,0,71.037,0
southfarthing,,,14,0,3,0,71.037,0
uneasily,,,14,0,3,0,71.037,0
lúthien,,,14,0,3,0,71.037,0
lurking,,,14,0,3,0,71.037,0
bolger,,,14,0,2,0,71.037,0
anborn,,,14,0,1,0,71.037,0
unlooked,,,14,0,3,0,71.037,0
delving,,,14,0,3,0,71.037,0
aren,,,14,0,3,0,71.037,0
ioreth,,,14,0,1,0,71.037,0
nodded,,,14,0,3,0,71.037,0
ithil,,,14,0,3,0,71.037,0
frowning,,,14,0,3,0,71.037,0
yawned,,,14,0,3,0,71.037,0
gríma,,,14,0,2,0,71.037,0
whistled,,,14,0,3,0,71.037,0
runes,,,14,0,3,0,71.037,0
bucklebury,,,14,0,1,0,71.037,0
tis,,,14,0,3,0,71.037,0
murmuring,,,14,0,3,0,71.037,0
thain,,,14,0,2,0,71.037,0
galadhrim,,,14,0,1,0,71.037,0
glanced,,,14,0,3,0,71.037,0
lebennin,,,14,0,2,0,71.037,0
brandir,,,14,0,2,0,71.037,0
galloping,,,14,0,3,0,71.037,0
shirriffs,,,14,0,2,0,71.037,0
swayed,,,14,1,3,1,63.854,0
ringwraiths,,,14,1,3,1,63.854,0
hewed,,,14,1,3,1,63.854,0
smelling,,,14,2,3,1,59.31,0
topmost,,,14,2,2,1,59.31,0
flicker,,,14,2,3,1,59.31,0
blazed,,,14,2,3,1,59.31,0
gravely,,,14,2,3,1,59.31,0
rubbed,,,14,3,3,1,55.687,0
reminded,,,14,3,3,1,55.687,0
curtains,,,14,4,3,1,52.626,0
tol,,,14,4,2,1,52.626,0
dreary,,,14,4,3,1,52.626,0
downwards,,,14,4,2,1,52.626,0
balrog,,,14,4,2,1,52.626,0
slew,,,14,4,3,1,52.626,0
brandy,,,14,4,1,1,52.626,0
endured,,,14,5,3,1,49.96,0
banners,,,14,5,3,1,49.96,0
chasm,,,14,6,3,1,47.591,0
sigh,,,14,6,3,1,47.591,0
begged,,,14,6,3,1,47.591,0
garments,,,14,6,3,1,47.591,0
cautiously,,,14,6,3,1,47.591,0
cursed,,,14,7,3,1,45.457,0
silly,,,14,8,3,1,43.514,0
axes,,,14,8,2,1,43.514,0
splendid,,,14,8,3,1,43.514,0
greenway,,,14,8,2,1,43.514,0
bleak,,,14,10,3,1,40.083,0
fearing,,,14,10,3,1,40.083,0
hen,,,14,10,2,1,40.083,0
arched,,,14,11,3,1,38.553,0
dealings,,,14,11,3,1,38.553,0
renown,,,14,12,2,1,37.125,0
meads,,,14,13,3,1,35.786,0
regret,,,14,13,3,1,35.786,0
hue,,,14,14,3,1,34.528,0
pause,,,14,15,3,1,33.341,0
chiefly,,,14,16,3,1,32.218,0
reluctant,,,14,18,3,1,30.143,0
heal,,,14,19,3,1,29.181,0
polished,,,14,20,3,1,28.263,0
pile,,,14,22,2,1,26.549,0
questioned,,,14,22,3,1,26.549,0
fitting,,,14,23,3,1,25.746,0
pushed,,,14,24,3,1,24.976,0
worthy,,,14,24,3,1,24.976,0
nowhere,,,14,24,3,1,24.976,0
gifts,,,14,24,3,1,24.976,0
brings,,,14,25,3,1,24.236,0
herb,,,14,26,3,1,23.526,0
fade,,,14,26,3,1,23.526,0
threatening,,,14,28,3,1,22.184,0
beren,,,15,0,3,0,76.111,0
wearily,,,15,0,3,0,76.111,0
dismounted,,,15,0,3,0,76.111,0
radagast,,,15,0,1,0,76.111,0
halbarad,,,15,0,1,0,76.111,0
thengel,,,15,0,2,0,76.111,0
crickhollow,,,15,0,2,0,76.111,0
harad,,,15,0,3,0,76.111,0
snowmane,,,15,0,2,0,76.111,0
reek,,,15,1,3,1,68.794,0
reckoned,,,15,1,3,1,68.794,0
clasped,,,15,1,3,1,68.794,0
wailing,,,15,1,3,1,68.794,0
dragging,,,15,2,3,1,64.125,0
hurled,,,15,2,3,1,64.125,0
hurts,,,15,2,3,1,64.125,0
refreshed,,,15,2,3,1,64.125,0
delved,,,15,2,3,1,64.125,0
gripped,,,15,2,3,1,64.125,0
fir,,,15,2,3,1,64.125,0
battlement,,,15,3,3,1,60.385,0
oft,,,15,3,3,1,60.385,0
blankets,,,15,3,1,1,60.385,0
echoing,,,15,4,3,1,57.213,0
helms,,,15,4,3,1,57.213,0
cloaked,,,15,4,3,1,57.213,0
shafts,,,15,4,2,1,57.213,0
gloomy,,,15,4,3,1,57.213,0
thicket,,,15,5,3,1,54.441,0
clothed,,,15,6,3,1,51.972,0
searched,,,15,6,3,1,51.972,0
aloft,,,15,8,3,1,47.709,0
jewels,,,15,8,3,1,47.709,0
stabbed,,,15,8,3,1,47.709,0
wary,,,15,10,3,1,44.108,0
lantern,,,15,10,2,1,44.108,0
blades,,,15,11,3,1,42.498,0
horseman,,,15,11,3,1,42.498,0
tunnels,,,15,11,3,1,42.498,0
utterly,,,15,12,3,1,40.992,0
crushed,,,15,14,3,1,38.25,0
wheeled,,,15,14,2,1,38.25,0
catching,,,15,15,3,1,36.994,0
hated,,,15,15,3,1,36.994,0
lifting,,,15,16,3,1,35.805,0
woven,,,15,16,3,1,35.805,0
urgent,,,15,16,3,1,35.805,0
backwards,,,15,17,3,1,34.676,0
await,,,15,17,3,1,34.676,0
hinder,,,15,18,3,1,33.603,0
rosie,,,15,18,1,1,33.603,0
glowing,,,15,19,3,1,32.58,0
hatred,,,15,19,3,1,32.58,0
passages,,,15,19,2,1,32.58,0
permitted,,,15,20,3,1,31.603,0
ruins,,,15,21,3,1,30.67,0
curious,,,15,22,3,1,29.776,0
folded,,,15,24,3,1,28.096,0
onset,,,15,26,3,1,26.545,0
gully,,,15,27,3,1,25.813,0
bells,,,15,28,2,1,25.107,0
wield,,,15,28,3,1,25.107,0
cleared,,,15,29,3,1,24.426,0
swear,,,15,29,3,1,24.426,0
mantle,,,15,31,2,1,23.133,0
hunger,,,15,32,3,1,22.519,0
possessed,,,15,32,3,1,22.519,0
bottle,,,15,33,3,1,21.925,0
trunk,,,15,34,2,1,21.35,0
shouldn,,,16,0,3,0,81.185,0
lobelia,,,16,0,2,0,81.185,0
drogo,,,16,0,2,0,81.185,0
looming,,,16,0,3,0,81.185,0
wavered,,,16,0,3,0,81.185,0
wilderland,,,16,0,2,0,81.185,0
groping,,,16,0,3,0,81.185,0
hesitated,,,16,0,3,0,81.185,0
galad,,,16,0,1,0,81.185,0
awoke,,,16,0,3,0,81.185,0
dimrill,,,16,0,2,0,81.185,0
glowed,,,16,0,3,0,81.185,0
gorgoroth,,,16,0,3,0,81.185,0
crouched,,,16,0,3,0,81.185,0
waved,,,16,0,3,0,81.185,0
scrambled,,,16,0,3,0,81.185,0
laboured,,,16,0,3,0,81.185,0
labours,,,16,0,3,0,81.185,0
cowered,,,16,0,3,0,81.185,0
choked,,,16,1,3,1,73.743,0
riddles,,,16,1,3,1,73.743,0
stench,,,16,2,3,1,68.956,0
whistling,,,16,2,2,1,68.956,0
mingled,,,16,2,3,1,68.956,0
doings,,,16,2,3,1,68.956,0
delighted,,,16,3,3,1,65.105,0
starlight,,,16,4,3,1,61.828,0
ashes,,,16,6,3,1,56.392,0
jagged,,,16,6,3,1,56.392,0
sheath,,,16,6,3,1,56.392,0
wretched,,,16,6,3,1,56.392,0
gems,,,16,6,3,1,56.392,0
seeming,,,16,6,3,1,56.392,0
poured,,,16,7,3,1,54.071,0
blanket,,,16,8,3,1,51.951,0
stained,,,16,9,3,1,49.997,0
fellows,,,16,10,3,1,48.186,0
fiery,,,16,10,3,1,48.186,0
wicked,,,16,10,3,1,48.186,0
causeway,,,16,10,3,1,48.186,0
pouring,,,16,10,3,1,48.186,0
liking,,,16,11,3,1,46.499,0
troubles,,,16,11,3,1,46.499,0
hunted,,,16,12,3,1,44.92,0
treacherous,,,16,12,3,1,44.92,0
rushing,,,16,13,3,1,43.436,0
gil,,,16,20,1,1,35.02,0
rid,,,16,24,3,1,31.299,0
sleeping,,,16,26,3,1,29.649,0
flats,,,16,30,3,1,26.689,0
lighter,,,16,32,3,1,25.353,0
lots,,,16,33,2,1,24.717,0
beloved,,,16,35,3,1,23.504,0
overhead,,,16,36,3,1,22.925,0
memories,,,16,37,3,1,22.363,0
prisoners,,,16,37,3,1,22.363,0
twinkling,,,17,0,3,0,86.259,0
astonishment,,,17,0,3,0,86.259,0
dernhelm,,,17,0,1,0,86.259,0
elessar,,,17,0,3,0,86.259,0
grimly,,,17,0,3,0,86.259,0
aye,,,17,0,2,0,86.259,0
trembled,,,17,0,3,0,86.259,0
bergil,,,17,0,1,0,86.259,0
daresay,,,17,0,3,0,86.259,0
murmur,,,17,1,3,1,78.7,0
dearly,,,17,2,3,1,73.802,0
accursed,,,17,2,3,1,73.802,0
stumbling,,,17,4,3,1,66.468,0
treachery,,,17,4,3,1,66.468,0
veiled,,,17,4,3,1,66.468,0
noises,,,17,4,3,1,66.468,0
doubtless,,,17,4,3,1,66.468,0
haze,,,17,5,3,1,63.501,0
stricken,,,17,6,3,1,60.845,0
countless,,,17,8,3,1,56.234,0
barred,,,17,8,3,1,56.234,0
lately,,,17,8,3,1,56.234,0
sleepy,,,17,8,3,1,56.234,0
herbs,,,17,9,3,1,54.2,0
hearth,,,17,10,3,1,52.313,0
useless,,,17,10,3,1,52.313,0
whip,,,17,10,3,1,52.313,0
thence,,,17,10,2,1,52.313,0
dreaming,,,17,10,3,1,52.313,0
glare,,,17,11,2,1,50.551,0
fetch,,,17,11,3,1,50.551,0
riddle,,,17,12,2,1,48.9,0
seated,,,17,12,3,1,48.9,0
resting,,,17,12,3,1,48.9,0
risen,,,17,13,3,1,47.347,0
bless,,,17,14,3,1,45.882,0
pits,,,17,15,3,1,44.495,0
paved,,,17,16,3,1,43.178,0
drowned,,,17,16,3,1,43.178,0
curtain,,,17,16,3,1,43.178,0
disturbed,,,17,20,3,1,38.506,0
blown,,,17,20,3,1,38.506,0
arwen,,,17,20,2,1,38.506,0
secrets,,,17,26,3,1,32.831,0
locked,,,17,28,3,1,31.207,0
fed,,,17,32,3,1,28.271,0
lamps,,,17,34,3,1,26.938,0
heights,,,17,36,3,1,25.684,0
invisible,,,17,37,3,1,25.084,0
pulled,,,17,39,3,1,23.934,0
curled,,,18,0,3,0,91.333,0
startled,,,18,0,3,0,91.333,0
mindolluin,,,18,0,2,0,91.333,0
clutched,,,18,0,3,0,91.333,0
brows,,,18,1,2,1,83.662,0
glade,,,18,2,3,1,78.659,0
carven,,,18,2,3,1,78.659,0
shrouded,,,18,3,3,1,74.602,0
bows,,,18,3,3,1,74.602,0
tread,,,18,4,3,1,71.13,0
wizards,,,18,4,3,1,71.13,0
grievous,,,18,4,3,1,71.13,0
unfriendly,,,18,4,2,1,71.13,0
sullen,,,18,4,3,1,71.13,0
gaze,,,18,6,3,1,65.33,0
lest,,,18,6,3,1,65.33,0
sharkey,,,18,6,1,1,65.33,0
baggage,,,18,6,3,1,65.33,0
echoed,,,18,6,3,1,65.33,0
sped,,,18,7,3,1,62.839,0
hastily,,,18,8,2,1,60.555,0
shaken,,,18,9,3,1,58.444,0
jumped,,,18,9,3,1,58.444,0
imagined,,,18,10,3,1,56.483,0
idle,,,18,10,3,1,56.483,0
ridges,,,18,11,3,1,54.65,0
fern,,,18,14,2,1,49.78,0
edges,,,18,15,3,1,48.33,0
yesterday,,,18,16,3,1,46.954,0
torn,,,18,18,3,1,44.393,0
fond,,,18,20,3,1,42.055,0
smoking,,,18,21,3,1,40.959,0
ladder,,,18,25,3,1,36.987,0
shine,,,18,30,3,1,32.767,0
lawn,,,18,32,3,1,31.265,0
grows,,,18,32,3,1,31.265,0
approached,,,18,35,3,1,29.178,0
brave,,,18,36,3,1,28.523,0
beaten,,,18,36,3,1,28.523,0
shelf,,,18,41,3,1,25.507,0
facing,,,18,43,3,1,24.41,0
blessed,,,18,48,2,1,21.898,0
foam,,,18,48,3,1,21.898,0
tooks,,,19,0,3,0,96.407,0
breathed,,,19,0,3,0,96.407,0
muttering,,,19,0,3,0,96.407,0
anxiously,,,19,0,3,0,96.407,0
watchful,,,19,0,3,0,96.407,0
huddled,,,19,0,3,0,96.407,0
lotho,,,19,0,2,0,96.407,0
howling,,,19,0,3,0,96.407,0
barliman,,,19,0,2,0,96.407,0
shuddered,,,19,1,3,1,88.631,0
reared,,,19,3,3,1,79.376,0
counsels,,,19,4,3,1,75.813,0
underhill,,,19,4,2,1,75.813,0
stir,,,19,4,3,1,75.813,0
nameless,,,19,4,3,1,75.813,0
spies,,,19,6,3,1,69.842,0
candles,,,19,6,3,1,69.842,0
loudly,,,19,6,3,1,69.842,0
whispering,,,19,6,3,1,69.842,0
strangely,,,19,6,3,1,69.842,0
ravine,,,19,6,3,1,69.842,0
slay,,,19,8,3,1,64.91,0
northwards,,,19,8,3,1,64.91,0
amazed,,,19,10,3,1,60.692,0
saddle,,,19,11,3,1,58.79,0
spared,,,19,12,3,1,57.004,0
nobody,,,19,14,3,1,53.727,0
forgive,,,19,14,3,1,53.727,0
bundle,,,19,15,3,1,52.217,0
piercing,,,19,16,3,1,50.781,0
summoned,,,19,17,3,1,49.413,0
landlord,,,19,17,2,1,49.413,0
happening,,,19,19,3,1,46.859,0
descended,,,19,22,3,1,43.414,0
approaching,,,19,26,3,1,39.402,0
planted,,,19,26,3,1,39.402,0
liked,,,19,28,3,1,37.6,0
steady,,,19,32,3,1,34.33,0
worry,,,19,34,3,1,32.841,0
spy,,,19,34,3,1,32.841,0
beating,,,19,35,3,1,32.128,0
shade,,,19,37,3,1,30.762,0
mines,,,19,37,3,1,30.762,0
armies,,,19,37,3,1,30.762,0
missed,,,19,45,3,1,25.975,0
legends,,,19,46,3,1,25.442,0
wants,,,19,46,3,1,25.442,0
anywhere,,,19,48,3,1,24.413,0
glimmer,,,20,0,3,0,101.481,0
phial,,,20,0,3,0,101.481,0
andúril,,,20,0,3,0,101.481,0
striding,,,20,0,3,0,101.481,0
deeping,,,20,0,2,0,101.481,0
lembas,,,20,0,3,0,101.481,0
westfold,,,20,0,2,0,101.481,0
hullo,,,20,0,3,0,101.481,0
hissing,,,20,0,2,0,101.481,0
glint,,,20,0,3,0,101.481,0
steeds,,,20,1,3,1,93.605,0
springing,,,20,1,3,1,93.605,0
nimrodel,,,20,1,2,1,93.605,0
mouths,,,20,2,3,1,88.407,0
begging,,,20,2,3,1,88.407,0
thoughtfully,,,20,2,2,1,88.407,0
toes,,,20,2,3,1,88.407,0
messengers,,,20,2,3,1,88.407,0
exclaimed,,,20,2,3,1,88.407,0
reeds,,,20,3,3,1,84.164,0
roaring,,,20,4,3,1,80.513,0
kin,,,20,4,3,1,80.513,0
sackville,,,20,4,1,1,80.513,0
miserable,,,20,6,3,1,74.379,0
blackness,,,20,6,3,1,74.379,0
ominous,,,20,6,3,1,74.379,0
rightly,,,20,8,3,1,69.296,0
sadly,,,20,8,3,1,69.296,0
taller,,,20,10,3,1,64.938,0
dragged,,,20,10,3,1,64.938,0
perished,,,20,10,2,1,64.938,0
shields,,,20,13,3,1,59.372,0
breeze,,,20,14,3,1,57.719,0
hunters,,,20,15,3,1,56.15,0
warned,,,20,16,3,1,54.657,0
fathers,,,20,17,3,1,53.233,0
lightly,,,20,18,3,1,51.874,0
sharply,,,20,18,3,1,51.874,0
wander,,,20,22,3,1,46.978,0
wherever,,,20,26,3,1,42.781,0
threshold,,,20,28,3,1,40.893,0
streams,,,20,30,3,1,39.124,0
comfortable,,,20,30,3,1,39.124,0
wilderness,,,20,32,3,1,37.462,0
leather,,,20,36,3,1,34.417,0
ceased,,,20,40,3,1,31.692,0
dogs,,,20,41,3,1,31.054,0
warn,,,20,43,3,1,29.825,0
spite,,,20,46,3,1,28.092,0
odd,,,20,52,3,1,24.97,0
glory,,,20,54,3,1,24.019,0
bold,,,20,61,3,1,20.99,0
westernesse,,,21,0,3,0,106.555,0
gasped,,,21,0,3,0,106.555,0
mithril,,,21,0,3,0,106.555,0
forgetting,,,21,0,3,0,106.555,0
elbereth,,,21,0,3,0,106.555,0
ungol,,,21,0,2,0,106.555,0
gladly,,,21,0,3,0,106.555,0
tumbled,,,21,1,3,1,98.584,0
knives,,,21,2,3,1,93.295,0
yourselves,,,21,3,3,1,88.965,0
shaking,,,21,4,3,1,85.231,0
wept,,,21,6,3,1,78.94,0
breathing,,,21,10,3,1,69.218,0
eastwards,,,21,12,3,1,65.271,0
frightened,,,21,13,3,1,63.464,0
fears,,,21,15,3,1,60.125,0
stuck,,,21,20,3,1,53.038,0
fatty,,,21,22,2,1,50.594,0
carefully,,,21,22,3,1,50.594,0
pursued,,,21,25,3,1,47.254,0
asking,,,21,26,3,1,46.217,0
stranger,,,21,27,3,1,45.215,0
scouts,,,21,29,3,1,43.305,0
hail,,,21,31,3,1,41.512,0
